##FastQC	0.11.3
>>Basic Statistics	pass
#Measure	Value
Filename	1_2015-04-01_vendors-sort-downsample.bam
File type	Conventional base calls
Encoding	Sanger / Illumina 1.9
Total Sequences	10074315
Sequences flagged as poor quality	0
Sequence length	23-101
%GC	49
>>END_MODULE
>>Per base sequence quality	pass
#Base	Mean	Median	Lower Quartile	Upper Quartile	10th Percentile	90th Percentile
1108	96-97	0.08208846604926379
1108	98-99	0.08723685848286067
1108	100-101	0.08484947738999438
1109	1	-0.023750294055382426
1109	2	-0.02161922709846209
1109	3	-0.016148208312721124
1109	4	-0.010128651351465123
1109	5	0.03433978720289588
1109	6	-0.02018327078364024
1109	7	-0.010975455222471453
1109	8	-0.016738221838991763
1109	9	-0.016917991714606728
1109	10-11	-0.008892782223398399
1109	12-13	-0.015335241411094103
1109	14-15	-0.041665282136406745
1109	16-17	-0.017371369120176894
1109	18-19	-0.01514786204431573
1109	20-21	-0.06654766500676601
1109	22-23	-0.04385977587786272
1109	24-25	-0.02972957438657886
1109	26-27	-0.03297265615424294
1109	28-29	-0.022290620888142598
1109	30-31	-0.036149080467168915
1109	32-33	-0.019077606286067805
1109	34-35	-0.035737840051240255
1109	36-37	-0.03720368164773902
1109	38-39	-0.06087922636949372
1109	40-41	-0.0546088296080427
1109	42-43	-0.07071751296010831
1109	44-45	-0.06407925058748276
1109	46-47	-0.03652876371597813
1109	48-49	-0.06373144396094688
1109	50-51	-0.07106189894141579
1109	52-53	-0.051074796502902586
1109	54-55	-0.042341557628958526
1109	56-57	-0.10422103244952297
1109	58-59	-0.07021417478988923
1109	60-61	-0.06398619650241244
1109	62-63	-0.1104211103243955
1109	64-65	-0.14301823160619875
1109	66-67	-0.14958986065716573
1109	68-69	-0.16533838785852595
1109	70-71	-0.14542668922003088
1109	72-73	-0.1511562819527228
1109	74-75	-0.15763219653365468
1109	76-77	-0.15308166838578785
1109	78-79	-0.11831547939899423
1109	80-81	-0.07966730647639508
1109	82-83	-0.1505042655186557
1109	84-85	-0.11036409990292384
1109	86-87	-0.10791821270273516
1109	88-89	-0.09760330082312407
1109	90-91	-0.11467969076786488
1109	92-93	-0.10634643964937851
1109	94-95	-0.10754336494736094
1109	96-97	-0.11894673530378697
1109	98-99	-0.10294481179096948
1109	100-101	-0.13769231305178664
1110	1	-0.1063376093733055
1110	2	-0.08328417851789283
1110	3	-0.09778826096795257
1110	4	-0.05333115721448678
1110	5	-0.049880383716427446
1110	6	-0.054359141574835235
1110	7	-0.07386711860863215
1110	8	-0.03898610916300527
1110	9	-0.0872002763043156
1110	10-11	-0.04590564233436112
1110	12-13	-0.058777295295215026
1110	14-15	-0.08971823570233539
1110	16-17	-0.11223367407955465
1110	18-19	-0.09102053397324283
1110	20-21	-0.0982672757487606
1110	22-23	-0.08543100329654152
1110	24-25	-0.11664367976106149
1110	26-27	-0.11999471180233456
1110	28-29	-0.12484039053961737
1110	30-31	-0.11930964098846175
1110	32-33	-0.1065908694369142
1110	34-35	-0.12949464387443754
1110	36-37	-0.15378785621257407
1110	38-39	-0.12077995106432837
1110	40-41	-0.11960977323685285
1110	42-43	-0.14971847868660149
1110	44-45	-0.12354897580301838
1110	46-47	-0.11347517280402997
1110	48-49	-0.15252090088522863
1110	50-51	-0.12950993245332398
1110	52-53	-0.13516454378594744
1110	54-55	-0.1039687750746694
1110	56-57	-0.15440805649011224
1110	58-59	-0.12145820889670489
1110	60-61	-0.13390212568889837
1110	62-63	-0.1075618979211157
1110	64-65	-0.070726655954374
1110	66-67	-0.06385643233997484
1110	68-69	-0.07678216228357826
1110	70-71	-0.03585406585104778
1110	72-73	-0.05025507128164719
1110	74-75	-0.06380978476872912
1110	76-77	-0.04465185725625531
1110	78-79	-0.07719362965506349
1110	80-81	-0.024879751035648212
1110	82-83	-0.03393849672988125
1110	84-85	-0.04126913247680619
1110	86-87	-0.002204211648958676
1110	88-89	-0.0038247030879574595
1110	90-91	-0.04716884861056059
1110	92-93	-0.03189830877620636
1110	94-95	-0.02931519242891767
1110	96-97	-0.05810029210680767
1110	98-99	-0.051322180286099695
1110	100-101	-0.08378952572586229
1111	1	-0.08129883637826651
1111	2	-0.08062795452928384
1111	3	-0.09047872807384039
1111	4	-0.05935589832033372
1111	5	-0.045395476510876165
1111	6	-0.06096440626419053
1111	7	-0.05594456487722965
1111	8	-0.05003230624524946
1111	9	-0.06866606921805385
1111	10-11	-0.051781230862580685
1111	12-13	-0.08936033367447749
1111	14-15	-0.12513972786464933
1111	16-17	-0.13207448887191475
1111	18-19	-0.16427843769348272
1111	20-21	-0.14952604369723588
1111	22-23	-0.13594075929533744
1111	24-25	-0.1491725722529722
1111	26-27	-0.1194680171659499
1111	28-29	-0.10547060116215334
1111	30-31	-0.11593538156533612
1111	32-33	-0.11338883958138979
1111	34-35	-0.12633519995604559
1111	36-37	-0.14874944856485683
1111	38-39	-0.14977753358643042
1111	40-41	-0.11946642785267159
1111	42-43	-0.15073164815220963
1111	44-45	-0.11719339376928417
1111	46-47	-0.12113464023722287
1111	48-49	-0.13027428057757362
1111	50-51	-0.11645874063623296
1111	52-53	-0.12035932558476503
1111	54-55	-0.15148049593869217
1111	56-57	-0.09858842165122894
1111	58-59	-0.05589717753553458
1111	60-61	-0.07470947092902236
1111	62-63	-0.09940124122420002
1111	64-65	-0.08613167818236889
1111	66-67	-0.04107873003147944
1111	68-69	-0.021825839292432647
1111	70-71	-0.04984391969915691
1111	72-73	-0.03686378115200739
